"""администрирование сетей и серверов""","30","104546","34848"
"""администрирование сетей и серверов""","337","107738","35912"
"""администрирование сетей и серверов""","19","113112","56556"
"""администрирование сетей и серверов""","223","120186","40062"
"""администрирование сетей и серверов""","287","120852","40284"
"""администрирование сетей и серверов""","192","137699","45899"
"""администрирование сетей и серверов""","326","142768","71384"
"""администрирование сетей и серверов""","101","174064","87032"
"""администрирование сетей и серверов""","133","177018","88509"
"""администрирование сетей и серверов""","363","182004","60668"
"""администрирование сетей и серверов""","135","202118","101059"
"""администрирование сетей и серверов""","305","205034","102517"
"""администрирование сетей и серверов""","237","210016","70005"
"""администрирование сетей и серверов""","145","214436","107218"
"""администрирование сетей и серверов""","21","228188","76062"
"""администрирование сетей и серверов""","173","236329","78776"
"""администрирование сетей и серверов""","167","239205","79735"
"""администрирование сетей и серверов""","164","243524","81174"
"""администрирование сетей и серверов""","311","288161","96053"
"""администрирование сетей и серверов""","293","292180","146090"
"""администрирование сетей и серверов""","292","294598","98199"
"""администрирование сетей и серверов""","52","299133","149566"
"""администрирование сетей и серверов""","191","322740","107580"
"""администрирование сетей и серверов""","55","327799","109266"
"""администрирование сетей и серверов""","309","329265","164632"
"""администрирование сетей и серверов""","39","334672","167336"
"""администрирование сетей и серверов""","128","368952","122984"
"""администрирование сетей и серверов""","348","379678","189839"
"""администрирование сетей и серверов""","244","381750","127250"
"""администрирование сетей и серверов""","222","389326","129775"
"""администрирование сетей и серверов""","211","396707","198353"
"""администрирование сетей и серверов""","261","408468","136156"
"""администрирование сетей и серверов""","76","419436","139812"
"""администрирование сетей и серверов""","233","433962","144654"
"""администрирование сетей и серверов""","276","452090","150696"
"""администрирование сетей и серверов""","77","469417","156472"
"""администрирование сетей и серверов""","293","482867","160955"
"""администрирование сетей и серверов""","198","486795","162265"
"""администрирование сетей и серверов""","74","510476","170158"
"""администрирование сетей и серверов""","78","514886","171628"
"""администрирование сетей и серверов""","48","515633","171877"
"""администрирование сетей и серверов""","301","523486","261743"
"""администрирование сетей и серверов""","286","528529","176176"
"""администрирование сетей и серверов""","86","530961","176987"
"""администрирование сетей и серверов""","55","554517","277258"
"""администрирование сетей и серверов""","189","557080","278540"
"""администрирование сетей и серверов""","290","560825","280412"
"""администрирование сетей и серверов""","166","564784","188261"
"""администрирование сетей и серверов""","115","582863","291431"
"""администрирование сетей и серверов""","303","612622","306311"
"""администрирование сетей и серверов""","233","625860","208620"
"""администрирование сетей и серверов""","196","640242","320121"
"""администрирование сетей и серверов""","61","641077","320538"
"""администрирование сетей и серверов""","147","668075","334037"
"""администрирование сетей и серверов""","130","671014","223671"
"""администрирование сетей и серверов""","281","730246","243415"
"""администрирование сетей и серверов""","34","744231","372115"
"""администрирование сетей и серверов""","176","768245","256081"
"""администрирование сетей и серверов""","345","777018","259006"
"""администрирование сетей и серверов""","335","793742","396871"
"""администрирование сетей и серверов""","207","802468","267489"
"""администрирование сетей и серверов""","31","828450","414225"
"""администрирование сетей и серверов""","64","842970","280990"
"""администрирование сетей и серверов""","345","846525","282175"
"""администрирование сетей и серверов""","119","850326","425163"
"""администрирование сетей и серверов""","212","853078","284359"
"""администрирование сетей и серверов""","358","856002","428001"
"""администрирование сетей и серверов""","253","912617","456308"
"""администрирование сетей и серверов""","334","912627","456313"
"""администрирование сетей и серверов""","347","929220","464610"
"""администрирование сетей и серверов""","111","936724","312241"
"""администрирование сетей и серверов""","305","955248","318416"
"""администрирование сетей и серверов""","17","957886","478943"
"""администрирование сетей и серверов""","111","983688","491844"
"""администрирование сетей и серверов""","60","1016420","338806"
"""администрирование сетей и серверов""","132","1029071","514535"
"""администрирование сетей и серверов""","152","1051919","525959"
"""администрирование сетей и серверов""","307","1117613","558806"
"""администрирование сетей и серверов""","72","1124668","562334"
"""администрирование сетей и серверов""","126","1134985","378328"
"""администрирование сетей и серверов""","130","1137019","568509"
"""администрирование сетей и серверов""","162","1150418","575209"
"""администрирование сетей и серверов""","324","1151657","383885"
"""администрирование сетей и серверов""","311","1151960","383986"
"""администрирование сетей и серверов""","237","1156479","385493"
"""администрирование сетей и серверов""","191","1157214","385738"
"""администрирование сетей и серверов""","98","1172575","586287"
"""администрирование сетей и серверов""","34","1190501","396833"
"""администрирование сетей и серверов""","86","1245162","622581"
"""администрирование сетей и серверов""","145","1245200","415066"
"""администрирование сетей и серверов""","226","1265229","421743"
"""администрирование сетей и серверов""","53","1266147","422049"
"""администрирование сетей и серверов""","77","1290728","430242"
"""администрирование сетей и серверов""","357","1298410","649205"
"""администрирование сетей и серверов""","115","1317089","439029"
"""администрирование сетей и серверов""","252","1320089","440029"
"""администрирование сетей и серверов""","147","1342080","447360"
"""администрирование сетей и серверов""","158","1344073","672036"
"""администрирование сетей и серверов""","69","1367131","455710"
"""администрирование сетей и серверов""","60","1367622","683811"
"""администрирование сетей и серверов""","54","1378550","689275"
"""администрирование сетей и серверов""","146","1426256","475418"
"""администрирование сетей и серверов""","31","1429725","714862"
"""администрирование сетей и серверов""","164","1451188","725594"
"""администрирование сетей и серверов""","20","1470704","490234"
"""администрирование сетей и серверов""","299","1482221","741110"
"""администрирование сетей и серверов""","91","1482407","741203"
"""администрирование сетей и серверов""","179","1530888","510296"
"""администрирование сетей и серверов""","59","1539516","513172"
"""администрирование сетей и серверов""","179","1550635","775317"
"""администрирование сетей и серверов""","324","1551315","775657"
"""администрирование сетей и серверов""","140","1555301","518433"
"""администрирование сетей и серверов""","262","1556856","518952"
"""администрирование сетей и серверов""","121","1558703","779351"
"""администрирование сетей и серверов""","220","1568852","784426"
"""администрирование сетей и серверов""","49","1574417","787208"
"""администрирование сетей и серверов""","83","1582187","527395"
"""администрирование сетей и серверов""","119","1582235","527411"
"""администрирование сетей и серверов""","70","1582913","527637"
"""администрирование сетей и серверов""","73","1584491","528163"
"""администрирование сетей и серверов""","61","1595384","531794"
"""администрирование сетей и серверов""","325","1611035","805517"
"""администрирование сетей и серверов""","112","1616649","538883"
"""администрирование сетей и серверов""","319","1623148","811574"
"""администрирование сетей и серверов""","213","1641663","820831"
"""администрирование сетей и серверов""","159","1641872","547290"
"""администрирование сетей и серверов""","157","1677658","559219"
"""администрирование сетей и серверов""","202","1682289","560763"
"""администрирование сетей и серверов""","54","1691109","563703"
"""администрирование сетей и серверов""","14","1693653","564551"
"""администрирование сетей и серверов""","76","1731808","865904"
"""администрирование сетей и серверов""","160","1739918","869959"
"""администрирование сетей и серверов""","47","1751301","875650"
"""администрирование сетей и серверов""","228","1753068","584356"
"""администрирование сетей и серверов""","195","1785114","595038"
"""администрирование сетей и серверов""","58","1793318","896659"
"""администрирование сетей и серверов""","86","1804365","902182"
"""администрирование сетей и серверов""","231","1818627","606209"
"""администрирование сетей и серверов""","330","1822877","911438"
"""администрирование сетей и серверов""","350","1832204","610734"
"""администрирование сетей и серверов""","212","1852312","926156"
"""администрирование сетей и серверов""","260","1870107","623369"
"""администрирование сетей и серверов""","29","1875949","937974"
"""администрирование сетей и серверов""","263","1895018","631672"
"""администрирование сетей и серверов""","252","1901467","950733"
"""администрирование сетей и серверов""","236","1925466","962733"
"""администрирование сетей и серверов""","231","1939542","969771"
"""администрирование сетей и серверов""","161","1950334","975167"
"""администрирование сетей и серверов""","190","1967263","655754"
"""администрирование сетей и серверов""","202","1981895","990947"
"""администрирование сетей и серверов""","299","1992305","996152"
"""администрирование сетей и серверов""","224","2017570","672523"
"""администрирование сетей и серверов""","81","2043755","1021877"
"""администрирование сетей и серверов""","302","2060303","686767"
"""администрирование сетей и серверов""","75","2062664","687554"
"""администрирование сетей и серверов""","94","2065859","688619"
