"""администрирование сетей и серверов""","352","106239","53119"
"""администрирование сетей и серверов""","300","206652","103326"
"""администрирование сетей и серверов""","332","221360","73786"
"""администрирование сетей и серверов""","79","232350","116175"
"""администрирование сетей и серверов""","168","247817","123908"
"""администрирование сетей и серверов""","163","299605","99868"
"""администрирование сетей и серверов""","285","320879","160439"
"""администрирование сетей и серверов""","299","346179","173089"
"""администрирование сетей и серверов""","267","355953","177976"
"""администрирование сетей и серверов""","127","373816","186908"
"""администрирование сетей и серверов""","263","423268","211634"
"""администрирование сетей и серверов""","219","426291","142097"
"""администрирование сетей и серверов""","70","456887","228443"
"""администрирование сетей и серверов""","257","519920","173306"
"""администрирование сетей и серверов""","139","538878","179626"
"""администрирование сетей и серверов""","261","541833","180611"
"""администрирование сетей и серверов""","325","548773","274386"
"""администрирование сетей и серверов""","178","574338","191446"
"""администрирование сетей и серверов""","303","577741","192580"
"""администрирование сетей и серверов""","184","595339","198446"
"""администрирование сетей и серверов""","197","604679","201559"
"""администрирование сетей и серверов""","160","613285","204428"
"""администрирование сетей и серверов""","348","651399","325699"
"""администрирование сетей и серверов""","40","774669","258223"
"""администрирование сетей и серверов""","275","795222","397611"
"""администрирование сетей и серверов""","122","852115","284038"
"""администрирование сетей и серверов""","360","855974","427987"
"""администрирование сетей и серверов""","182","878993","439496"
"""администрирование сетей и серверов""","51","937575","468787"
"""администрирование сетей и серверов""","39","965967","482983"
"""администрирование сетей и серверов""","336","1019986","339995"
"""администрирование сетей и серверов""","173","1035332","517666"
"""администрирование сетей и серверов""","117","1104423","552211"
"""администрирование сетей и серверов""","153","1148675","382891"
"""администрирование сетей и серверов""","124","1167161","583580"
"""администрирование сетей и серверов""","159","1238190","619095"
"""администрирование сетей и серверов""","21","1259790","629895"
"""администрирование сетей и серверов""","42","1320912","660456"
"""администрирование сетей и серверов""","206","1349841","674920"
"""администрирование сетей и серверов""","275","1387035","693517"
"""администрирование сетей и серверов""","89","1436751","478917"
"""администрирование сетей и серверов""","164","1474867","737433"
"""администрирование сетей и серверов""","49","1502830","751415"
"""администрирование сетей и серверов""","136","1621169","810584"
"""администрирование сетей и серверов""","68","1624974","541658"
"""администрирование сетей и серверов""","121","1635381","545127"
"""администрирование сетей и серверов""","150","1658478","829239"
"""администрирование сетей и серверов""","257","1661540","830770"
